handle_norm,year,award_usd
dcent09,2026,5099.9800000000005
montecristo,2026,5099.9800000000005
edoscoba,2026,1666.65
nyx,2026,1666.65
valves,2026,1666.65
jerry0422,2026,1624.8799999999999
0xastronatey,2026,1432.59
gesha17,2026,1340.67
0xscater,2026,445.93
0x15,2026,340.67
0xanmol,2026,340.67
0xapple,2026,340.67
0xdemon,2026,340.67
0xsolisec,2026,340.67
aestheticbhai,2026,340.67
ahahahard1k,2026,340.67
akhilmanga,2026,340.67
alan_clan_67,2026,340.67
b_void,2026,340.67
beer,2026,340.67
blockknock,2026,340.67
dna-thug,2026,340.67
drynooo,2026,340.67
hakeem_is_here,2026,340.67
happykilling,2026,340.67
hiram,2026,340.67
hodlturk,2026,340.67
jhongamersx,2026,340.67
kb520,2026,340.67
kind0dev,2026,340.67
legat,2026,340.67
meganpark,2026,340.67
nexusaudits,2026,340.67
nstatoshi,2026,340.67
oreztker,2026,340.67
qed,2026,340.67
quillaudits_team,2026,340.67
saamin,2026,340.67
sgtpepper,2026,340.67
skipper,2026,340.67
solarizer_ai,2026,340.67
th3_hybrid,2026,340.67
udaykiranpedda,2026,340.67
waiyaki,2026,340.67
winfunc,2026,340.67
xdzibecx,2026,340.67
y4y,2026,340.67
igdbase,2026,105.26
princekay,2026,105.26
oct0pwn,2025,168784.88
pashap9990,2025,84645.82
radiantlabs,2025,60390.07
0xasen,2025,60322.549999999996
montecristo,2025,60169.25
sin1st3r__,2025,58807.64
hakunamatata,2025,58704.05
mohamedfahmy,2025,46847.07000000001
berndartmueller,2025,45811.01
hgrano,2025,44966.64
farman1094,2025,38988.31
rvierdiiev,2025,38988.31
theschnilch,2025,34242.31
0xalix2,2025,33191.18
dontonka,2025,32185.96
evo,2025,32149.65
inh3l,2025,30648.96
handsomegiraffe,2025,26332.7
p4y4b13,2025,26055.75
almanax,2025,24842.21
d3e4,2025,24589.59
eightzerofour,2025,23848.89
youcrossthelinealfie,2025,20458.18
0x15,2025,19620.289999999997
matte,2025,19412.21
0x007,2025,19124.129999999997
zzebra83,2025,17971.239999999998
benrai,2025,17944.04
oakcobalt,2025,17150.19
gesha17,2025,17133.300000000003
givn,2025,16504.14
jonah1005,2025,16315.8
lian886,2025,15258.84
0xphantom,2025,14731.970000000001
sbsecurity,2025,14457.909999999998
maxzuvex,2025,13198.23
rhaydden,2025,12681.23
dieempty,2025,12475.11
0xluk3,2025,12251.88
kupiasec,2025,12077.21
valves,2025,11913.04
thimthor,2025,11721.43
johnyfwesh,2025,11714.92
valarislife,2025,11640.490000000002
hunterrrrrrr,2025,11507.400000000001
edoscoba,2025,10555.130000000001
klosmitsoss,2025,10517.529999999999
ev_om,2025,10486.53
dhank,2025,9889.98
eta,2025,9467.96
m4k2,2025,9397.98
codegpt,2025,9146.99
0xdemon,2025,8808.08
lonelybones,2025,8690.03
h2134,2025,8618.74
rayss,2025,8442.33
sparrow,2025,8253.01
bauchibred,2025,8165.54
crunter,2025,8162.0199999999995
omen,2025,8050.0
audittens,2025,7630.900000000001
anchabadze,2025,7609.13
mrvaliobg,2025,7531.459999999999
zeroex,2025,7509.05
monrel,2025,7272.47
zanybonzy,2025,7119.04
t0x1c,2025,7065.34
vincigearhead,2025,6994.0
jerry0422,2025,6871.92
spearmint,2025,6797.24
k42,2025,6355.63
nexusaudits,2025,6328.5
alexxander,2025,6267.25
juggernaut63,2025,6263.59
rscodes,2025,6232.06
pfapostol,2025,6229.639999999999
dan__vinci,2025,5971.2
0rpse,2025,5845.89
aamir,2025,5740.67
testerbot,2025,5692.57
minato7namikazi,2025,5552.08
shaflow2,2025,5410.13
faculty1,2025,5300.87
opabatyo,2025,5224.75
lodelux,2025,5164.75
kvar,2025,5079.66
araj,2025,5029.93
ilchovski,2025,4833.16
newspacexyz,2025,4812.4
0xg0p1,2025,4787.98
tricko,2025,4758.8
v2110,2025,4641.17
0xbrett8571,2025,4601.929999999999
laksmana,2025,4519.02
piki,2025,4446.32
zubyoz,2025,4340.339999999999
kuwatakushi,2025,4256.16
niffylord,2025,4184.09
cryptor,2025,4128.23
muellerberndt,2025,4103.73
agontuk,2025,4001.5
mike_bello90,2025,3941.42
drynooo,2025,3885.89
hecker_trieu_tien,2025,3859.61
danzero,2025,3838.3
0xvd,2025,3711.69
riceee,2025,3629.48
fullstop,2025,3617.87
0x0dd,2025,3583.08
dreamcoder,2025,3567.9300000000003
fitro,2025,3532.59
franfran,2025,3494.4500000000003
farismaulana,2025,3451.44
0xlemon,2025,3400.0
0xrex,2025,3356.71
0xnija,2025,3285.43
vad37,2025,3245.12
bobai23,2025,3238.08
tarnished,2025,3238.02
qed,2025,3194.58
d4r3d3v1l,2025,3189.89
rare_one,2025,3157.07
infect3d,2025,3129.67
spuriousdragon,2025,3025.0800000000004
0xshitgem,2025,3017.99
krikolkk,2025,3004.72
zcai,2025,2994.1400000000003
dimulski,2025,2935.57
tobi0x18,2025,2919.2799999999997
ekene,2025,2909.68
merlinboii,2025,2841.8900000000003
tupaia,2025,2821.61
henri,2025,2806.82
nyx,2025,2806.82
ahahahard1k,2025,2730.8900000000003
harry,2025,2716.8900000000003
jo13,2025,2699.85
gizzy,2025,2672.58
peazzycole,2025,2658.51
noro,2025,2652.15
prk0,2025,2596.41
__141345__,2025,2562.27
jorgect,2025,2525.97
questcequecest,2025,2525.97
demorex,2025,2503.83
ret2basic,2025,2469.0499999999997
won,2025,2431.75
ruhum,2025,2415.0
holtzzx,2025,2402.27
bluesheep,2025,2383.65
arturtoros,2025,2323.35
aldarion,2025,2296.1
ephraim,2025,2210.53
happytop0603,2025,2157.5
phoenixv110,2025,2111.41
epsec,2025,2108.66
ivanalexandur,2025,2106.72
zzykxx,2025,2099.74
kkkkk,2025,2092.81
0xozovehe,2025,2063.16
dest1ny_rs,2025,1992.87
dystopia,2025,1966.64
0xfbi,2025,1953.27
pelz,2025,1906.73
orhukl,2025,1897.43
fromeo_016,2025,1894.48
ht111111,2025,1875.32
leogold,2025,1874.18
potatoad-sec,2025,1865.79
bowtiedoriole,2025,1863.12
sadbase,2025,1839.91
luc1jan,2025,1830.53
izuman,2025,1819.8600000000001
codespect,2025,1753.25
hueber,2025,1732.8799999999999
dod4ufn,2025,1707.93
luncy,2025,1707.1399999999999
keccakcrew,2025,1704.83
zol,2025,1702.79
0xscater,2025,1693.78
sarugami,2025,1684.21
d1r3wolf,2025,1660.56
kanra,2025,1627.26
osok,2025,1580.65
avantgard,2025,1573.32
axelot,2025,1564.31
drdee,2025,1553.55
kovacs7,2025,1553.55
slavina,2025,1553.55
nuthan2x,2025,1543.51
severitysquad,2025,1530.37
ifex445,2025,1528.88
web3km,2025,1526.53
taticuvostru,2025,1492.51
slvdev,2025,1486.8199999999997
0xastronatey,2025,1469.66
tourists,2025,1460.7800000000002
jkk812812,2025,1453.1100000000001
056security,2025,1433.1599999999999
dee24,2025,1433.08
greed,2025,1392.1100000000001
eternal1328,2025,1389.73
timijcool,2025,1389.47
huntoor,2025,1382.29
kodyvim,2025,1378.18
polarizedlight,2025,1377.43
0xauditagent,2025,1370.5
commando,2025,1368.52
dantehrani,2025,1368.3200000000002
hirusha,2025,1368.19
bigsam,2025,1338.74
0xseer,2025,1337.8999999999999
odeili,2025,1317.4
attentioniayn,2025,1304.8
matin,2025,1299.3600000000001
0xnirix,2025,1283.8600000000001
0x_kmr_,2025,1277.35
hezze,2025,1261.42
0xadrii,2025,1235.98
abaikunanbaev,2025,1210.7
ibukun,2025,1210.52
udogodwin,2025,1205.59
_karanel,2025,1200.0
devdragon,2025,1192.9
egbe,2025,1191.1599999999999
afriauditor,2025,1180.68
dulgiq,2025,1179.75
danielarmstrong,2025,1177.77
rampage,2025,1177.77
klau5,2025,1177.52
s4bot3ur,2025,1143.77
0xsecurious,2025,1140.12
blockace,2025,1140.12
web3vikings,2025,1137.14
cu5t0mpeo,2025,1136.18
carrotsmuggler,2025,1121.24
0xki,2025,1107.37
fuzious,2025,1106.91
elminnyc99,2025,1104.96
0x37,2025,1076.86
solhhj,2025,1074.29
den-sosnowsky,2025,1008.1800000000001
djshan_eden,2025,997.16
vangrim,2025,992.8100000000001
kineticsofweb3,2025,983.4
0xaura,2025,980.8800000000001
mahdikarimi,2025,974.18
albert,2025,972.99
highkingmargo,2025,963.0999999999999
sid_sisodia,2025,960.0
ayden,2025,953.4
dobrevaleri,2025,949.17
mbuba666,2025,946.5200000000001
barah,2025,929.42
0xabhay,2025,927.12
shinobi,2025,922.04
zraxx,2025,916.14
kutugu,2025,915.76
tallo,2025,915.76
walodja1987,2025,915.76
legat,2025,900.28
tigerfrake,2025,900.0999999999999
0xcb90f054,2025,898.65
vladi319,2025,897.85
nexarion,2025,897.8399999999999
chibi,2025,886.77
adecs,2025,884.21
rashmor,2025,856.55
seeques,2025,853.3299999999999
topmark,2025,850.99
codexnature,2025,850.08
zanderbyte,2025,845.69
mylifechangefast_eth,2025,838.53
coheeyang,2025,819.47
maze,2025,819.0699999999999
ishenxx,2025,809.14
vagner,2025,808.2399999999999
curly,2025,807.61
botdidy,2025,807.58
falendar,2025,804.5699999999999
spicymeatball,2025,803.58
falsegenius,2025,797.8
stormy,2025,791.38
makarov,2025,789.4100000000001
4nescient,2025,788.49
psycharis,2025,788.49
samueltroydomi,2025,787.34
0xterrah,2025,771.8199999999999
0xdjango,2025,771.5
agent3bood,2025,770.5699999999999
0x18a6,2025,769.47
codexbugmenot,2025,767.31
spectr,2025,760.16
chainsentry,2025,755.72
kn0t,2025,749.84
roccomania,2025,744.74
0xgutzzz,2025,736.99
rox_k,2025,734.32
topenga,2025,734.32
x-tray03,2025,716.33
patitonar,2025,711.0799999999999
manga,2025,701.61
testnate,2025,695.2300000000001
mrmorningstar,2025,693.3499999999999
gss1,2025,686.6
boodieboodieboo,2025,673.68
gmh5225,2025,660.48
harsh123,2025,653.93
fortis_audits,2025,650.53
gkrastenov,2025,648.34
nhristov,2025,648.2900000000001
serial-coder,2025,628.38
sl1,2025,612.3100000000001
0xaadi,2025,611.12
0xkrodhan,2025,610.41
haidutisec,2025,610.41
insecuremary,2025,606.53
lostopcode,2025,606.53
menace,2025,606.53
nikhil840096,2025,606.53
rapid,2025,603.49
olugbenga,2025,599.85
francohacker,2025,598.26
kimnoic,2025,580.46
ililhunterlili,2025,568.4499999999999
0xmilenov,2025,558.43
alekso,2025,557.04
lshfgj,2025,554.3
a0z9,2025,551.36
zkillua,2025,551.36
arnie,2025,549.84
chainsleuth,2025,548.37
falconhoof,2025,548.14
grearlake,2025,543.98
oxelmiguel12,2025,541.38
0xsagetony,2025,528.04
ljj,2025,524.62
jeremias,2025,523.51
kind0dev,2025,519.98
kris_renzo,2025,511.58
th3_hybrid,2025,510.82
nem0thefinder,2025,501.26
nora,2025,490.69
jcn,2025,487.41999999999996
rorschach,2025,484.05
io10,2025,477.7
yaractf,2025,477.51
romans,2025,469.1
0xtheauditor,2025,465.72999999999996
bale,2025,458.85999999999996
pabloperez,2025,458.77
0xcrazyboy999,2025,458.74
mysteryauditor,2025,458.74
vulsight,2025,458.16999999999996
slowbugmayor,2025,456.29
trachev,2025,456.17999999999995
bareli,2025,453.11
c0pp3rscr3w3r,2025,448.26
undefined_joe,2025,446.85
b0g0,2025,442.45
said,2025,442.45
saraswati,2025,434.53
pro_king,2025,434.11
anantadeva,2025,424.56
stonejiajia,2025,418.53
vulnseekers,2025,418.53
levi_104,2025,416.56000000000006
codertjay,2025,415.24
rokinot,2025,415.19
centaur,2025,415.11
r1ver,2025,410.38
levantequarini,2025,398.7
giorgio,2025,397.98
jesjupyter,2025,393.38
raone,2025,391.17
favourokerri,2025,385.4
a39955720,2025,379.09
marchev,2025,377.05
boredpukar,2025,373.94000000000005
nnamdi0482,2025,367.32
sergei2340,2025,364.91
nyxaris,2025,362.88
unique,2025,358.0
deeney,2025,352.03000000000003
angry_mustache_man,2025,350.45
animeconsumer,2025,349.77
dimorge,2025,349.77
dd0x7e8,2025,349.53000000000003
agorist,2025,346.49
doublekk,2025,346.49
iamandreiski,2025,346.49
pairingfriendly,2025,346.49
radev_sw,2025,346.49
zoa,2025,346.49
uddercover,2025,345.94
heavyweight_hunters,2025,343.3
daniel526,2025,342.09000000000003
brotzumax,2025,331.49
linkenji,2025,331.49
darkeeeandme,2025,329.94
legend,2025,323.76
zzhelev,2025,323.42
bengalcatbalu,2025,318.65999999999997
juancito,2025,316.22
aasifusmani,2025,315.46
olami978355,2025,302.31
qpzm,2025,294.82
shui,2025,294.36
jayx,2025,292.15
leoscant,2025,292.15
slowpoke,2025,292.15
silverwind,2025,288.84
0xnightswatch,2025,285.57
0xbug_x,2025,284.21
adam-idarrha,2025,273.18
knight18695,2025,271.95
gregom,2025,270.96999999999997
unnamed,2025,270.87
komronkh,2025,268.96
0xd4ps,2025,267.92
siddu023,2025,267.57
vibhakar,2025,267.57
0x1982us,2025,264.93
atharv,2025,264.93
0xgh0stcybers3c,2025,264.09000000000003
mxteem,2025,263.74
roger,2025,263.74
poteater,2025,258.90999999999997
willycode20,2025,256.93
etherengineer,2025,247.65999999999997
wellbyt3,2025,243.27
banditx0x,2025,243.25
lonelywolfdemon,2025,243.25
xcrypt,2025,243.25
zaevlad,2025,243.25
lamsy,2025,240.13
chupinexx,2025,239.14
aiota,2025,234.16
gxh191,2025,227.87
bluedragon101,2025,227.37
hyuunn,2025,227.23
abysser,2025,227.2
komane007,2025,227.2
ok567,2025,227.2
santipu_,2025,227.2
maroutis,2025,221.05
brene,2025,216.97
natachi,2025,210.69
aristos,2025,210.58
blackadam,2025,203.84
0xgeeee,2025,198.29
ohmoudits,2025,198.29
vesko210,2025,189.81
0xhp9,2025,189.47
coachmike,2025,177.55
agadzhalov,2025,172.7
neon2835,2025,168.45
alexczm,2025,154.76
ibrahimatix0x01,2025,153.64
xander,2025,152.14
ragnarok,2025,148.92000000000002
kirkeelee,2025,145.98
adamidarrha,2025,143.74
random1106,2025,142.85999999999999
neeloy,2025,138.77
peakbolt,2025,136.52
rmrf480,2025,134.95
adriansham99,2025,134.79000000000002
alex_cipher,2025,133.7
odessos42,2025,132.98
freebird0323,2025,126.32
rikka,2025,126.32
theweb3mechanic,2025,121.62
mrudenko,2025,120.8
0xlookman,2025,120.2
franfran20,2025,119.9
0xtiwa,2025,119.61
jpmendes,2025,119.61
valicera,2025,119.61
ayomiposi233,2025,119.19
player,2025,119.09
richa,2025,118.95
ro1sharkm,2025,118.95
zhaojohnson,2025,118.83
vemus,2025,118.37
funen,2025,118.08
lamassu,2025,118.08
mrdafidi,2025,116.75
frndz0ne,2025,116.48
astra39100,2025,116.33
yzx0,2025,116.33
debo,2025,116.12
nachin,2025,113.72
willi-i-am,2025,113.72
13u9,2025,109.65
0xpiken,2025,109.47999999999999
rouhsamad,2025,109.47999999999999
manosh19,2025,106.59
akxai,2025,106.22
heyu,2025,105.33999999999999
overseer,2025,102.84
cosin3,2025,100.36
ziusz,2025,99.22000000000001
0xgremlincat,2025,97.14999999999999
mahdifa,2025,96.69000000000001
halfbloodprince,2025,95.68
4ny0n3,2025,93.66
audithare,2025,92.41
lioblaze,2025,91.5
oracle-script,2025,91.5
dustykid,2025,90.99
ks__xxxxx,2025,90.99
raihan,2025,90.99
0xdeogratias,2025,90.1
arjuna,2025,89.31
zhanmingjing,2025,88.14999999999999
hals,2025,87.8
ka14ar,2025,87.8
rama_tavanam,2025,87.8
albort,2025,85.73
ath,2025,85.73
ethworker,2025,85.73
geeks,2025,85.73
p0wd3r,2025,85.73
felconsec,2025,84.08
yaneca_b,2025,82.26
wojack,2025,82.13
0xnan,2025,78.01
slylandro_star,2025,76.71
avalance,2025,75.65
ivcho332,2025,75.65
mishoko,2025,75.65
soprobro,2025,75.65
utsav,2025,75.65
konstantinvelev,2025,73.38
0xanony,2025,71.16
nonso72,2025,70.91999999999999
0xiconart,2025,70.85
joicygiore,2025,69.03
0xzell044,2025,68.65
wolf_kalp,2025,64.16
damola0x,2025,61.199999999999996
mightyraj2605,2025,60.49999999999999
0xweb3boy,2025,58.01
itsjust0xsp,2025,58.01
kwad,2025,57.760000000000005
wafflewizard,2025,56.35
msk,2025,55.39
diavolo,2025,51.76
0x23r0,2025,50.120000000000005
blackdruid,2025,50.01
ituba,2025,50.01
limeibbq,2025,50.01
micklondonjr,2025,49.2
mahadev,2025,47.83
lufp,2025,47.82
hodlturk,2025,47.7
smacaud,2025,47.7
web3snr,2025,47.7
pocas,2025,46.82
illoy-scizceneghposter,2025,45.52
0xpetern,2025,45.5
jasonxiale,2025,45.35
tezei,2025,45.17
who_rp,2025,45.17
max10afternoon,2025,44.15
elite-,2025,40.59
hassan-truscova,2025,40.59
ixam,2025,40.59
danieltan_metatrust,2025,40.0
invariantex,2025,39.35
peanuts,2025,38.02
anonymousjoe,2025,37.19
blokfrank,2025,35.93
wahedtalash77,2025,35.68
0x04bytes,2025,35.53
bestbugbusters,2025,35.33
vasilishte,2025,35.33
0x1998,2025,34.47
0xdice91,2025,34.47
freescore,2025,34.43
omeiza,2025,34.43
waze,2025,34.43
whiterabbit,2025,34.43
thecarrot,2025,33.96
holydevoti0n,2025,31.03
cerweb10,2025,30.619999999999997
kariukigithinji,2025,28.01
0x60scs,2025,28.009999999999998
agrawain,2025,27.65
persik228,2025,27.57
hirosyama,2025,27.32
0x73696d616f,2025,23.92
0xsolus,2025,23.92
hashnodelabs,2025,23.92
astroboy,2025,23.73
yaioxy,2025,22.84
competslayer,2025,21.27
ollam,2025,20.96
soosh,2025,20.96
theboiledcorn,2025,20.16
vulnviper,2025,19.939999999999998
classic-k,2025,19.93
0xdetermination,2025,19.82
gosho,2025,19.82
ddeenny,2025,19.25
alexniht,2025,18.65
caesar49,2025,18.65
dman,2025,18.65
micky042,2025,18.65
oxnoble,2025,18.65
prongsdev,2025,18.65
zitifethefirst,2025,18.65
aster,2025,18.55
merulez99,2025,17.52
soloking,2025,17.369999999999997
gh0xt,2025,16.95
sedare64,2025,16.95
surenyanoks,2025,16.95
volodya,2025,16.95
0xspryon,2025,14.79
41rr4z0r,2025,14.79
race,2025,14.79
soarinskysagar,2025,14.79
vinay,2025,14.79
thedonh,2025,14.35
wankleven,2025,14.01
kaysoft,2025,12.56
chaos304,2025,11.72
queen,2025,10.780000000000001
hrmneffdii,2025,10.21
oxchsyston,2025,10.16
petrus,2025,9.54
bronzedisc,2025,9.38
damboy,2025,9.38
hail_the_lord,2025,9.38
harry_cryptodev,2025,9.379999999999999
bigbear1229,2025,9.29
deividrobinson,2025,9.01
la-arana-inteligente,2025,9.01
randomx,2025,9.01
itsravin0x,2025,8.92
typicalhuman,2025,7.05
bytesguard,2025,6.74
danieltan,2025,6.66
0xgh0st,2025,6.61
0xvi,2025,6.61
dimah7,2025,6.61
honey-k12,2025,6.61
ironsidesec,2025,6.61
incogknito,2025,6.4
deccs,2025,6.3500000000000005
cowboy,2025,6.29
bala1796,2025,5.96
cy97,2025,5.96
jectaw,2025,5.96
jsmaxi,2025,5.96
mahmud,2025,5.96
nstatoshi,2025,5.96
oxwhite,2025,5.96
sudais_b,2025,5.96
dna-thug,2025,5.9
tobechukwuazogu,2025,5.9
lhoussaineph,2025,5.859999999999999
bz,2025,5.72
hoossayn,2025,5.37
malfurionwhitehat,2025,5.37
asui,2025,4.95
0xleveler,2025,4.7299999999999995
thanatos,2025,4.46
edantes,2025,4.42
ak1,2025,4.38
audinarey,2025,4.38
btk,2025,4.38
ke1cam,2025,4.38
octeezy,2025,4.38
silver_eth,2025,4.1899999999999995
figarlandgarling,2025,4.03
0xgondar,2025,4.0
safie,2025,4.0
icebear,2025,3.93
0xbugslayer,2025,3.81
the_haritz,2025,3.81
dmdg321,2025,3.77
aua_oo7,2025,3.65
demonhat12,2025,3.65
firmanregar,2025,3.65
hardlydifficult,2025,3.65
i3arba,2025,3.65
jumcee,2025,3.65
limbooo,2025,3.65
louistsai,2025,3.65
prestige,2025,3.65
princekay,2025,3.65
sabanaku77,2025,3.65
skypper,2025,3.65
ubl4nk,2025,3.65
wiasliaw,2025,3.65
x0sauce,2025,3.65
phasetwo,2025,3.64
0xaudron,2025,3.58
0xmujahid002,2025,3.58
baladou,2025,3.58
bizarro,2025,3.58
elser17,2025,3.58
eurovickk,2025,3.58
noname_09,2025,3.58
tamer,2025,3.58
xkeywordx,2025,3.58
air_0x,2025,3.57
0x0107,2025,3.55
bryan_conquer,2025,3.55
kodosec,2025,3.55
owanemi,2025,3.55
pindarev,2025,3.55
lanyi2023,2025,3.47
adotsam,2025,3.46
shahil_hussain,2025,3.46
befree3x,2025,3.44
volifoet,2025,3.44
web3hunters,2025,3.44
yanx,2025,3.44
solidityscan,2025,2.91
reflectedxss,2025,2.73
ahmetwkulekci,2025,2.69
martingermanconsulate,2025,2.69
osuolale,2025,2.69
meshaqrapha,2025,2.67
mohitismmortal,2025,2.67
rbd3,2025,2.67
sherlock__varm,2025,2.67
wolffey,2025,2.67
savantchat,2025,2.61
stakog,2025,2.61
tofu,2025,2.51
l3gb,2025,2.48
pepoc,2025,2.48
purevessel,2025,2.48
rfa,2025,2.48
toshi,2025,2.48
0xjason,2025,2.31
0xraz,2025,2.31
boy2000,2025,2.31
kjc,2025,2.31
kmkm,2025,2.31
onyxaudits,2025,2.31
sourav_dev,2025,2.31
0xhanu58,2025,2.3
evdoc,2025,2.3
guri,2025,2.3
lirezarazavi,2025,2.3
pexy,2025,2.3
sharonphiliplima,2025,2.3
zibounne,2025,2.3
shieldrey,2025,1.83
tourist,2025,1.78
0xhunter20,2025,1.75
0xmirce,2025,1.75
agent001,2025,1.75
ewah,2025,1.75
forlz,2025,1.75
hajime,2025,1.75
hakeem_is_here,2025,1.75
happykilling,2025,1.75
sahuang,2025,1.75
sancybars,2025,1.56
0xpsb,2025,1.5
kestyvickky,2025,1.5
khaye26,2025,1.5
mozi,2025,1.5
reidnerfm,2025,1.5
rzizah,2025,1.5
sejin,2025,1.5
zoox,2025,1.5
matic68,2025,1.34
sohrabhind,2025,1.24
teoslaf,2025,0.6799999999999999
y4y,2025,0.55
jsondoge,2025,0.48000000000000004
0xsai,2025,0.45999999999999996
magiccentaur,2025,0.45999999999999996
saikumar279,2025,0.42
kannaudits,2025,0.41
leegh,2025,0.41
halalaudits,2025,0.39
merlin,2025,0.39
arman,2025,0.37
0x41head,2025,0.35
0xlucky,2025,0.35
0xtonraq,2025,0.35
4b,2025,0.35
abhan,2025,0.35
benterkiii,2025,0.35
coldless,2025,0.35
crmx_lom,2025,0.35
daniel_eth,2025,0.35
eldar_m10v,2025,0.35
ewwrekt,2025,0.35
hjo,2025,0.35
itcruiser,2025,0.35
rekcah,2025,0.35
saurabh_singh,2025,0.35
striking_lions,2025,0.35
takarez,2025,0.35
tpiliposian,2025,0.35
uzeyirch,2025,0.35
w33ked,2025,0.35
0xdaxn,2025,0.33
alltoowell,2025,0.33
cd_pandora,2025,0.33
justuzair,2025,0.33
manaalwk,2025,0.33
mrfreedom,2025,0.33
psyone,2025,0.33
madsisyphus,2025,0.25
blackanon,2025,0.24
0x_dydx,2025,0.22
aestheticbhai,2025,0.21
magbeans9,2025,0.21
metabug,2025,0.21
tralalelotralala,2025,0.21
avoloder,2025,0.17
0xharrybarz,2025,0.13
bbash,2025,0.13
ephraimvvs,2025,0.13
glorbo,2025,0.13
grigorovv,2025,0.13
jaykosai,2025,0.13
sarveshlimaye,2025,0.13
scarletfir,2025,0.13
securehash1,2025,0.13
threadmodeling,2025,0.13
trailongoswami,2025,0.13
varun_05,2025,0.13
breeje,2025,0.09
0xbc000,2025,0.08
b1n4ry,2025,0.08
ejineroz,2025,0.08
eniwealth,2025,0.08
jamshed,2025,0.08
kweks,2025,0.08
mihailvichev,2025,0.08
ngo,2025,0.08
0xn3x,2025,0.06
10ap17,2025,0.06
4th05,2025,0.06
audityourcontracts,2025,0.06
broruok,2025,0.06
chainproof,2025,0.06
cryptomoon,2025,0.06
heheboii,2025,0.06
hl_,2025,0.06
ikigai,2025,0.06
immeas,2025,0.06
kalogerone,2025,0.06
kazan,2025,0.06
limmmmmeeee,2025,0.06
moray5554,2025,0.06
steadyman,2025,0.06
timeless,2025,0.06
tusharr1411,2025,0.06
weed0607,2025,0.06
zarkk01,2025,0.06
0x0bserver,2025,0.03
0xrajkumar,2025,0.03
csanuragjain,2025,0.03
darinrikusham,2025,0.03
elcid,2025,0.03
emerald7017,2025,0.03
future2_22,2025,0.03
muncentu,2025,0.03
nnez,2025,0.03
rudhra,2025,0.03
ryonen,2025,0.03
santiellena,2025,0.03
aariiif,2025,0.02
ccvascocc,2025,0.02
josh4324,2025,0.02
stuart_the_minion,2025,0.02
tadev,2025,0.02
valy001,2025,0.02
victortheoracle,2025,0.02
zainab_ou,2025,0.02
armoh,2025,0.01
dray,2025,0.01
eth_11,2025,0.01
hashbug,2025,0.01
joe23joe,2025,0.01
mustapha,2025,0.01
ranjansharma,2025,0.01
0x04,2025,0.0
0x11singh99,2025,0.0
0x_oi,2025,0.0
0xakira,2025,0.0
0xalipede,2025,0.0
0xapple,2025,0.0
0xbereket,2025,0.0
0xcrypt0nite,2025,0.0
0xd4n13l,2025,0.0
0xdelvine,2025,0.0
0xdoichantran,2025,0.0
0xfocusnode,2025,0.0
0xheartcode,2025,0.0
0xhuh2005,2025,0.0
0xiehnnkta,2025,0.0
0xkb,2025,0.0
0xloscar01,2025,0.0
0xmafiabug,2025,0.0
0xmosh,2025,0.0
0xnbvc,2025,0.0
0xnolo,2025,0.0
0xodus,2025,0.0
0xrakesh,2025,0.0
0xshdax,2025,0.0
0xshuayb,2025,0.0
0xsolisec,2025,0.0
0xvrka,2025,0.0
0xyuri,2025,0.0
0xzys,2025,0.0
4rdiii,2025,0.0
abdelhaq16,2025,0.0
abdessamed,2025,0.0
abdul,2025,0.0
ahmerdrarerh,2025,0.0
ainta,2025,0.0
al0x23,2025,0.0
alaskanking,2025,0.0
allan31,2025,0.0
ameng,2025,0.0
ami,2025,0.0
anon1one,2025,0.0
arunabha003,2025,0.0
auditorpraise,2025,0.0
august1_,2025,0.0
ayushblock,2025,0.0
b_void,2025,0.0
backboard9654,2025,0.0
bani,2025,0.0
biomatrix,2025,0.0
blutorque,2025,0.0
boraichodrunkenmaster,2025,0.0
brevis,2025,0.0
